,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
27714,28,student,single,tertiary,no,290,yes,no,telephone,27,nov,1,0,0,unknown,0,0.4,"(17.925, 33.0]",0
36073,35,technician,divorced,tertiary,no,4515,yes,no,cellular,11,may,3,173,2,failure,0,1.1,"(33.0, 48.0]",1
23516,53,housemaid,married,primary,yes,42,no,no,cellular,28,aug,4,0,0,unknown,0,1.35,"(48.0, 63.0]",0
2595,40,blue-collar,married,primary,no,4436,yes,no,unknown,13,may,2,0,0,unknown,0,1.1166666666666667,"(33.0, 48.0]",0
1188,36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,2,0,0,unknown,0,2.95,"(33.0, 48.0]",0
20759,47,unemployed,married,secondary,no,432,no,no,cellular,13,aug,2,0,0,unknown,0,5.566666666666666,"(33.0, 48.0]",0
14946,55,admin.,married,secondary,no,-480,no,no,cellular,16,jul,2,0,0,unknown,0,8.966666666666667,"(48.0, 63.0]",0
12098,54,management,divorced,unknown,no,901,no,no,unknown,20,jun,3,0,0,unknown,0,0.11666666666666667,"(48.0, 63.0]",0
35351,42,services,single,secondary,no,2348,yes,no,cellular,7,may,2,0,0,unknown,0,7.466666666666667,"(33.0, 48.0]",0
6234,58,retired,married,primary,no,90,yes,no,unknown,27,may,1,0,0,unknown,0,2.4,"(48.0, 63.0]",0
10347,50,blue-collar,married,primary,no,260,yes,no,unknown,12,jun,1,0,0,unknown,0,3.95,"(48.0, 63.0]",0
40314,55,management,married,tertiary,no,86,no,no,telephone,16,jun,1,0,0,unknown,0,1.0666666666666667,"(48.0, 63.0]",0
14128,56,management,married,tertiary,no,-762,yes,yes,cellular,11,jul,2,0,0,unknown,0,5.8,"(48.0, 63.0]",0
17306,27,technician,married,secondary,no,0,yes,yes,telephone,28,jul,2,0,0,unknown,0,5.983333333333333,"(17.925, 33.0]",0
23300,39,management,divorced,tertiary,no,81,yes,yes,cellular,27,aug,4,0,0,unknown,0,0.8166666666666667,"(33.0, 48.0]",0
6118,49,self-employed,married,primary,no,489,yes,no,unknown,27,may,4,0,0,unknown,0,1.4,"(48.0, 63.0]",0
18699,35,management,married,tertiary,no,1078,yes,no,cellular,31,jul,4,0,0,unknown,0,0.8,"(33.0, 48.0]",0
12915,52,unemployed,married,tertiary,no,1023,no,no,cellular,7,jul,6,0,0,unknown,0,1.7833333333333334,"(48.0, 63.0]",0
17969,44,management,married,secondary,no,488,no,yes,cellular,30,jul,11,0,0,unknown,0,4.866666666666666,"(33.0, 48.0]",0
14848,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,1,0,0,unknown,1,13.833333333333334,"(33.0, 48.0]",0
3876,50,admin.,divorced,secondary,no,363,yes,no,unknown,16,may,1,0,0,unknown,1,22.333333333333332,"(48.0, 63.0]",0
38288,31,blue-collar,married,secondary,no,154,yes,yes,cellular,15,may,1,0,0,unknown,0,7.566666666666666,"(17.925, 33.0]",0
35326,48,blue-collar,married,secondary,yes,0,yes,yes,cellular,7,may,1,0,0,unknown,0,4.583333333333333,"(33.0, 48.0]",0
1303,40,management,married,tertiary,no,121,no,no,unknown,8,may,1,0,0,unknown,0,1.3666666666666667,"(33.0, 48.0]",0
12575,54,technician,married,secondary,no,42,no,yes,unknown,3,jul,2,0,0,unknown,0,6.483333333333333,"(48.0, 63.0]",0
25432,31,self-employed,single,secondary,no,202,yes,no,cellular,18,nov,1,0,0,unknown,0,3.6,"(17.925, 33.0]",0
31812,55,unemployed,married,secondary,no,12,no,no,cellular,8,apr,1,0,0,unknown,0,2.783333333333333,"(48.0, 63.0]",0
34774,53,entrepreneur,divorced,tertiary,no,81,yes,no,cellular,6,may,5,352,3,failure,0,2.966666666666667,"(48.0, 63.0]",1
17114,28,admin.,single,secondary,no,230,no,no,cellular,25,jul,3,0,0,unknown,0,1.9666666666666666,"(17.925, 33.0]",0
4537,33,services,married,secondary,no,7,yes,no,unknown,20,may,1,0,0,unknown,0,3.6166666666666667,"(17.925, 33.0]",0
2650,46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,2,0,0,unknown,1,15.266666666666667,"(33.0, 48.0]",0
14493,44,housemaid,married,primary,no,241,yes,no,telephone,14,jul,3,0,0,unknown,0,2.7333333333333334,"(33.0, 48.0]",0
14552,45,technician,married,unknown,no,557,yes,no,cellular,15,jul,4,0,0,unknown,0,1.3333333333333333,"(33.0, 48.0]",0
2149,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,4,0,0,unknown,0,2.75,"(33.0, 48.0]",0
6686,41,admin.,divorced,secondary,no,-365,yes,no,unknown,28,may,10,0,0,unknown,0,3.7666666666666666,"(33.0, 48.0]",0
36728,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,4,357,4,failure,0,1.45,"(17.925, 33.0]",1
6346,56,retired,divorced,primary,no,-154,yes,no,unknown,27,may,1,0,0,unknown,0,2.1166666666666667,"(48.0, 63.0]",0
30240,58,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,8,0,0,unknown,0,0.31666666666666665,"(48.0, 63.0]",0
43207,42,management,married,tertiary,no,144,no,no,cellular,4,mar,1,87,4,failure,1,2.466666666666667,"(33.0, 48.0]",1
32672,37,management,married,tertiary,no,9269,yes,yes,cellular,17,apr,1,149,2,failure,0,1.1833333333333333,"(33.0, 48.0]",1
36396,47,blue-collar,married,primary,no,373,yes,no,cellular,11,may,2,0,0,unknown,0,8.0,"(33.0, 48.0]",0
3441,46,blue-collar,married,secondary,no,536,yes,no,unknown,15,may,2,0,0,unknown,0,2.7333333333333334,"(33.0, 48.0]",0
36233,40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1,0,0,unknown,1,16.95,"(33.0, 48.0]",0
35977,34,admin.,married,secondary,no,471,yes,no,cellular,8,may,3,340,2,failure,0,2.433333333333333,"(33.0, 48.0]",1
26729,43,services,married,secondary,no,14679,yes,no,cellular,20,nov,3,0,0,unknown,0,2.75,"(33.0, 48.0]",0
16656,56,technician,married,primary,no,0,yes,yes,cellular,24,jul,1,0,0,unknown,0,1.4,"(48.0, 63.0]",0
41301,36,technician,single,tertiary,no,40,no,no,cellular,26,aug,3,0,0,unknown,0,5.983333333333333,"(33.0, 48.0]",0
19809,47,management,married,tertiary,no,902,no,no,cellular,8,aug,3,0,0,unknown,0,1.25,"(33.0, 48.0]",0
19119,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,3,0,0,unknown,1,8.85,"(33.0, 48.0]",0
40013,42,technician,married,tertiary,no,15445,no,no,cellular,3,jun,2,0,0,unknown,0,4.116666666666666,"(33.0, 48.0]",0
31187,28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,2,0,0,unknown,1,5.7,"(17.925, 33.0]",0
10173,51,technician,married,secondary,no,13089,no,no,unknown,11,jun,1,0,0,unknown,0,4.116666666666666,"(48.0, 63.0]",0
2133,26,blue-collar,married,secondary,no,288,yes,no,unknown,12,may,2,0,0,unknown,0,0.8166666666666667,"(17.925, 33.0]",0
9294,24,student,single,primary,no,0,no,no,unknown,5,jun,26,0,0,unknown,0,0.4166666666666667,"(17.925, 33.0]",0
6730,28,blue-collar,married,primary,no,115,yes,no,unknown,28,may,4,0,0,unknown,0,1.3,"(17.925, 33.0]",0
2141,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,1,0,0,unknown,0,1.8666666666666667,"(17.925, 33.0]",0
5117,46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,10,0,0,unknown,0,0.45,"(33.0, 48.0]",0
14169,40,entrepreneur,divorced,tertiary,no,1225,yes,no,cellular,11,jul,2,0,0,unknown,0,15.316666666666666,"(33.0, 48.0]",0
37469,34,blue-collar,married,secondary,no,3778,yes,no,telephone,13,may,3,0,0,unknown,0,4.316666666666666,"(33.0, 48.0]",0
32432,41,admin.,single,secondary,no,431,yes,no,cellular,16,apr,1,0,0,unknown,0,4.3,"(33.0, 48.0]",0
16721,45,blue-collar,married,secondary,no,2718,yes,no,cellular,24,jul,2,0,0,unknown,0,5.066666666666666,"(33.0, 48.0]",0
37107,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,1,0,0,unknown,1,9.833333333333334,"(33.0, 48.0]",0
44513,24,student,single,secondary,no,1925,no,no,cellular,11,aug,1,0,0,unknown,1,22.716666666666665,"(17.925, 33.0]",0
4990,42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,5,0,0,unknown,0,3.1166666666666667,"(33.0, 48.0]",0
6146,37,services,married,secondary,no,-24,yes,no,unknown,27,may,1,0,0,unknown,0,2.45,"(33.0, 48.0]",0
29105,35,admin.,single,tertiary,no,994,no,no,cellular,2,feb,2,0,0,unknown,0,1.25,"(33.0, 48.0]",0
7340,40,admin.,married,secondary,no,223,yes,no,unknown,29,may,1,0,0,unknown,0,1.35,"(33.0, 48.0]",0
34270,57,retired,divorced,primary,no,606,no,no,cellular,4,may,2,0,0,unknown,0,3.783333333333333,"(48.0, 63.0]",0
41795,23,student,single,secondary,no,107,no,no,cellular,14,oct,1,183,1,success,1,1.4,"(17.925, 33.0]",1
21603,32,technician,single,secondary,no,10,no,no,cellular,19,aug,2,0,0,unknown,0,3.1666666666666665,"(17.925, 33.0]",0
36749,30,technician,divorced,secondary,no,789,yes,no,cellular,12,may,1,0,0,unknown,0,5.933333333333334,"(17.925, 33.0]",0
37088,38,blue-collar,married,primary,no,354,yes,no,telephone,13,may,1,0,0,unknown,0,0.7833333333333333,"(33.0, 48.0]",0
10859,53,housemaid,married,secondary,no,1060,no,no,unknown,17,jun,4,0,0,unknown,0,1.7833333333333334,"(48.0, 63.0]",0
18188,56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,6,0,0,unknown,0,20.983333333333334,"(48.0, 63.0]",0
39684,60,housemaid,divorced,secondary,no,2063,no,no,cellular,27,may,1,99,2,failure,0,1.5833333333333333,"(48.0, 63.0]",1
32829,46,management,single,tertiary,no,1631,yes,no,cellular,17,apr,1,0,0,unknown,0,2.9166666666666665,"(33.0, 48.0]",0
2258,31,blue-collar,married,secondary,no,286,yes,yes,unknown,12,may,2,0,0,unknown,0,4.333333333333333,"(17.925, 33.0]",0
10217,36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,2,0,0,unknown,1,9.916666666666666,"(33.0, 48.0]",0
4351,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,5,0,0,unknown,0,4.416666666666667,"(17.925, 33.0]",0
22732,40,technician,married,secondary,no,214,no,no,cellular,25,aug,6,0,0,unknown,0,0.9833333333333333,"(33.0, 48.0]",0
31190,41,management,married,secondary,no,280,yes,no,cellular,27,feb,2,0,0,unknown,1,1.45,"(33.0, 48.0]",0
4420,34,services,married,secondary,no,0,yes,no,unknown,20,may,1,0,0,unknown,0,1.3166666666666667,"(33.0, 48.0]",0
31424,50,services,married,secondary,no,0,yes,no,cellular,27,mar,2,0,0,unknown,0,11.483333333333333,"(48.0, 63.0]",0
37634,47,admin.,divorced,secondary,no,980,yes,no,cellular,14,may,1,0,0,unknown,0,2.6333333333333333,"(33.0, 48.0]",0
19027,48,services,married,secondary,no,202,yes,no,cellular,5,aug,1,0,0,unknown,0,2.7,"(33.0, 48.0]",0
34451,41,services,divorced,secondary,no,5766,yes,yes,cellular,5,may,1,169,3,failure,0,4.05,"(33.0, 48.0]",1
23162,39,management,married,secondary,no,46,yes,no,cellular,26,aug,10,0,0,unknown,0,4.966666666666667,"(33.0, 48.0]",0
25975,41,services,married,primary,no,4903,yes,no,cellular,19,nov,2,0,0,unknown,0,3.716666666666667,"(33.0, 48.0]",0
17212,58,management,single,tertiary,no,331,no,yes,cellular,28,jul,3,0,0,unknown,0,1.3666666666666667,"(48.0, 63.0]",0
36421,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,6,0,0,unknown,0,3.6166666666666667,"(33.0, 48.0]",0
16071,32,management,married,tertiary,no,423,no,no,cellular,22,jul,17,0,0,unknown,0,3.533333333333333,"(17.925, 33.0]",0
27852,48,technician,married,secondary,no,0,no,no,cellular,28,jan,1,0,0,unknown,0,2.3666666666666667,"(33.0, 48.0]",0
32100,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,3,323,2,failure,0,3.966666666666667,"(48.0, 63.0]",1
24388,33,management,married,tertiary,no,685,no,no,unknown,17,nov,1,0,0,unknown,0,0.8833333333333333,"(17.925, 33.0]",0
26839,53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,3,0,0,unknown,1,4.916666666666667,"(48.0, 63.0]",0
16115,31,blue-collar,married,primary,no,-81,yes,no,cellular,22,jul,1,0,0,unknown,0,4.35,"(17.925, 33.0]",0
22750,45,admin.,married,secondary,no,309,no,no,cellular,25,aug,4,0,0,unknown,0,1.2,"(33.0, 48.0]",0
21441,52,services,divorced,primary,no,-644,no,no,cellular,18,aug,3,0,0,unknown,0,1.9833333333333334,"(48.0, 63.0]",0
263,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,3,0,0,unknown,0,0.9666666666666667,"(33.0, 48.0]",0
14722,37,blue-collar,married,primary,no,20,no,yes,telephone,15,jul,4,0,0,unknown,0,7.816666666666666,"(33.0, 48.0]",0
29747,30,management,single,tertiary,no,1028,no,no,cellular,4,feb,2,0,0,unknown,1,21.566666666666666,"(17.925, 33.0]",0
33144,57,technician,married,tertiary,no,3082,yes,yes,cellular,20,apr,2,294,3,failure,0,4.45,"(48.0, 63.0]",1
15469,36,services,married,secondary,no,370,yes,yes,cellular,18,jul,6,0,0,unknown,0,12.133333333333333,"(33.0, 48.0]",0
17989,44,services,married,secondary,no,2439,yes,no,cellular,30,jul,2,0,0,unknown,0,2.216666666666667,"(33.0, 48.0]",0
6340,27,admin.,single,secondary,no,1391,yes,no,unknown,27,may,1,0,0,unknown,0,5.316666666666666,"(17.925, 33.0]",0
10869,58,technician,married,secondary,no,592,no,no,unknown,17,jun,1,0,0,unknown,0,3.433333333333333,"(48.0, 63.0]",0
5152,34,blue-collar,single,primary,no,245,yes,no,unknown,21,may,3,0,0,unknown,0,0.35,"(33.0, 48.0]",0
26934,52,management,divorced,tertiary,no,0,no,no,cellular,21,nov,1,0,0,unknown,0,5.466666666666667,"(48.0, 63.0]",0
21535,48,unknown,married,secondary,no,-95,no,no,cellular,19,aug,9,0,0,unknown,0,2.2333333333333334,"(33.0, 48.0]",0
1194,43,management,married,tertiary,no,870,yes,yes,unknown,8,may,1,0,0,unknown,0,8.8,"(33.0, 48.0]",0
39969,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,1,125,2,failure,0,1.6,"(33.0, 48.0]",1
9595,35,admin.,married,secondary,no,640,no,no,unknown,6,jun,2,0,0,unknown,0,7.683333333333334,"(33.0, 48.0]",0
6111,38,technician,married,secondary,no,508,yes,no,unknown,27,may,2,0,0,unknown,0,9.416666666666666,"(33.0, 48.0]",0
16342,38,technician,married,primary,no,-1038,no,yes,cellular,23,jul,1,0,0,unknown,0,3.7,"(33.0, 48.0]",0
7800,35,blue-collar,single,secondary,no,-257,yes,no,unknown,30,may,7,0,0,unknown,0,5.2,"(33.0, 48.0]",0
3594,55,technician,married,tertiary,no,874,yes,no,unknown,15,may,11,0,0,unknown,0,5.233333333333333,"(48.0, 63.0]",0
3177,26,blue-collar,married,primary,no,-219,yes,yes,unknown,15,may,5,0,0,unknown,0,5.183333333333334,"(17.925, 33.0]",0
44508,29,admin.,single,secondary,no,464,no,no,cellular,10,aug,2,518,1,failure,1,5.283333333333333,"(17.925, 33.0]",1
11921,53,technician,married,unknown,no,6859,yes,no,unknown,20,jun,27,0,0,unknown,0,0.5333333333333333,"(48.0, 63.0]",0
40130,57,management,married,tertiary,no,1227,no,no,cellular,5,jun,1,0,0,unknown,1,3.8666666666666667,"(48.0, 63.0]",0
31550,44,entrepreneur,married,secondary,no,887,yes,no,cellular,3,apr,2,0,0,unknown,0,1.55,"(33.0, 48.0]",0
20772,49,technician,married,secondary,no,2765,no,no,cellular,13,aug,4,0,0,unknown,0,3.8833333333333333,"(48.0, 63.0]",0
35218,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,1,0,0,unknown,0,9.266666666666667,"(17.925, 33.0]",0
11899,37,blue-collar,single,secondary,no,3876,no,no,unknown,20,jun,12,0,0,unknown,0,0.13333333333333333,"(33.0, 48.0]",0
20410,60,retired,married,secondary,no,2722,no,no,cellular,12,aug,2,0,0,unknown,1,8.433333333333334,"(48.0, 63.0]",0
6521,34,technician,married,secondary,no,-259,yes,no,unknown,27,may,2,0,0,unknown,0,2.066666666666667,"(33.0, 48.0]",0
14286,60,blue-collar,married,secondary,no,1130,no,no,cellular,14,jul,2,0,0,unknown,0,1.0666666666666667,"(48.0, 63.0]",0
15013,31,technician,single,tertiary,no,0,yes,no,cellular,17,jul,1,0,0,unknown,0,1.5,"(17.925, 33.0]",0
6556,38,blue-collar,single,primary,no,199,yes,no,unknown,27,may,4,0,0,unknown,0,4.466666666666667,"(33.0, 48.0]",0
5572,33,management,married,tertiary,no,0,yes,no,unknown,23,may,5,0,0,unknown,0,0.95,"(17.925, 33.0]",0
33346,35,services,single,secondary,no,-291,yes,no,cellular,20,apr,3,0,0,unknown,0,3.283333333333333,"(33.0, 48.0]",0
13655,52,retired,married,tertiary,no,350,no,yes,cellular,9,jul,1,0,0,unknown,0,2.6,"(48.0, 63.0]",0
28883,44,management,single,tertiary,no,780,yes,no,cellular,30,jan,2,0,0,unknown,0,8.516666666666667,"(33.0, 48.0]",0
24928,53,blue-collar,married,primary,no,53,yes,no,cellular,18,nov,1,0,0,unknown,0,3.3,"(48.0, 63.0]",0
20736,31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,2,0,0,unknown,1,11.716666666666667,"(17.925, 33.0]",0
23582,50,blue-collar,married,secondary,no,6288,no,no,cellular,28,aug,14,0,0,unknown,0,0.3333333333333333,"(48.0, 63.0]",0
29620,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,4,271,4,failure,0,1.5666666666666667,"(48.0, 63.0]",1
6013,49,blue-collar,married,primary,no,365,no,no,unknown,26,may,2,0,0,unknown,0,0.9833333333333333,"(48.0, 63.0]",0
6119,43,blue-collar,married,primary,no,-124,yes,no,unknown,27,may,5,0,0,unknown,0,0.7833333333333333,"(33.0, 48.0]",0
25720,33,self-employed,married,tertiary,no,0,yes,no,cellular,19,nov,2,0,0,unknown,0,2.033333333333333,"(17.925, 33.0]",0
8596,34,management,married,tertiary,no,912,yes,no,unknown,3,jun,1,0,0,unknown,0,6.2,"(33.0, 48.0]",0
20712,37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,6,0,0,unknown,0,4.066666666666666,"(33.0, 48.0]",0
8920,36,blue-collar,married,secondary,no,138,yes,no,unknown,4,jun,3,0,0,unknown,0,1.4,"(33.0, 48.0]",0
14276,33,blue-collar,single,secondary,no,179,no,no,cellular,14,jul,7,0,0,unknown,0,4.066666666666666,"(17.925, 33.0]",0
18577,36,management,married,tertiary,no,2547,no,no,cellular,31,jul,1,0,0,unknown,0,4.866666666666666,"(33.0, 48.0]",0
1507,44,technician,single,secondary,no,365,yes,no,unknown,8,may,2,0,0,unknown,0,2.816666666666667,"(33.0, 48.0]",0
1741,29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,1,0,0,unknown,0,6.55,"(17.925, 33.0]",0
7364,39,technician,married,secondary,no,3032,no,no,unknown,29,may,1,0,0,unknown,0,4.333333333333333,"(33.0, 48.0]",0
19326,54,technician,divorced,secondary,no,320,no,no,cellular,6,aug,4,0,0,unknown,0,4.233333333333333,"(48.0, 63.0]",0
6748,44,admin.,married,secondary,no,72,yes,yes,unknown,28,may,2,0,0,unknown,0,13.683333333333334,"(33.0, 48.0]",0
17353,59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,2,0,0,unknown,0,1.6166666666666667,"(48.0, 63.0]",0
13062,42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,1,0,0,unknown,0,3.1,"(33.0, 48.0]",0
3886,27,management,single,tertiary,yes,-308,yes,no,unknown,16,may,16,0,0,unknown,0,3.55,"(17.925, 33.0]",0
42200,61,self-employed,married,tertiary,no,4162,no,no,cellular,10,nov,1,0,0,unknown,0,3.0833333333333335,"(48.0, 63.0]",0
32799,45,blue-collar,married,primary,no,2348,yes,no,cellular,17,apr,1,148,1,other,0,8.2,"(33.0, 48.0]",1
494,30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,6,may,2,0,0,unknown,0,3.1333333333333333,"(17.925, 33.0]",0
42581,27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,2,197,2,success,1,3.2666666666666666,"(17.925, 33.0]",1
33869,30,admin.,single,secondary,no,213,no,no,cellular,30,apr,1,0,0,unknown,0,2.8,"(17.925, 33.0]",0
42001,80,retired,married,secondary,no,87,no,no,telephone,27,oct,2,0,0,unknown,0,3.65,"(78.0, 93.0]",0
5253,36,blue-collar,married,primary,no,711,yes,no,unknown,23,may,2,0,0,unknown,0,2.566666666666667,"(33.0, 48.0]",0
40445,26,self-employed,single,tertiary,no,1393,no,no,cellular,3,jul,1,0,0,unknown,0,3.2333333333333334,"(17.925, 33.0]",0
36838,28,student,single,secondary,no,197,yes,no,cellular,12,may,1,0,0,unknown,0,0.5333333333333333,"(17.925, 33.0]",0
28043,27,student,single,secondary,no,760,no,no,cellular,28,jan,2,0,0,unknown,0,2.95,"(17.925, 33.0]",0
8592,27,blue-collar,single,secondary,no,6010,yes,no,unknown,3,jun,1,0,0,unknown,0,10.066666666666666,"(17.925, 33.0]",0
42704,28,management,single,tertiary,no,3053,no,no,telephone,18,jan,4,0,0,unknown,0,2.75,"(17.925, 33.0]",0
22678,58,blue-collar,married,unknown,no,9,no,no,cellular,25,aug,23,0,0,unknown,0,0.8333333333333334,"(48.0, 63.0]",0
39665,34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,1,0,0,unknown,1,2.4166666666666665,"(33.0, 48.0]",0
18789,36,blue-collar,married,secondary,no,306,no,no,cellular,31,jul,3,0,0,unknown,0,0.7166666666666667,"(33.0, 48.0]",0
42665,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,1,87,2,other,1,3.3833333333333333,"(17.925, 33.0]",1
40701,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,1,95,2,failure,1,4.55,"(33.0, 48.0]",1
25453,35,management,married,tertiary,no,12256,yes,no,cellular,19,nov,4,0,0,unknown,0,5.133333333333334,"(33.0, 48.0]",0
6424,53,management,married,primary,no,351,yes,no,unknown,27,may,4,0,0,unknown,0,0.0,"(48.0, 63.0]",0
13970,51,self-employed,married,tertiary,no,126,yes,no,cellular,10,jul,1,0,0,unknown,0,6.866666666666666,"(48.0, 63.0]",0
33636,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,3,151,5,other,0,3.85,"(33.0, 48.0]",1
39601,28,admin.,single,tertiary,no,336,no,no,cellular,26,may,1,0,0,unknown,0,2.25,"(17.925, 33.0]",0
23336,48,technician,married,secondary,no,164,no,no,cellular,27,aug,4,0,0,unknown,0,1.2666666666666666,"(33.0, 48.0]",0
31254,60,retired,married,secondary,no,404,no,no,cellular,5,mar,2,196,2,failure,1,5.133333333333334,"(48.0, 63.0]",1
27402,39,management,single,tertiary,no,137,yes,no,cellular,21,nov,9,0,0,unknown,0,6.8,"(33.0, 48.0]",0
10600,49,retired,married,primary,no,1381,no,no,unknown,16,jun,2,0,0,unknown,0,1.2166666666666666,"(48.0, 63.0]",0
29679,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,3,252,3,failure,0,2.066666666666667,"(33.0, 48.0]",1
19723,41,management,married,tertiary,no,768,no,no,cellular,7,aug,3,0,0,unknown,0,3.816666666666667,"(33.0, 48.0]",0
